movie_title,director_name,language,country,genres,actor_1_name,actor_2_name,actor_3_name,comb
smokin' aces,Joe Carnahan,English,UK,Action Crime Drama Thriller,Ryan Reynolds,Common,Alex Rocco,Joe Carnahan English UK Action Crime Drama Thriller Ryan Reynolds Common Alex Rocco
saw 3d: the final chapter,Kevin Greutert,English,Canada,Horror Mystery,Costas Mandylor,Gina Holden,Betsy Russell,Kevin Greutert English Canada Horror Mystery Costas Mandylor Gina Holden Betsy Russell
40 days and 40 nights,Michael Lehmann,English,USA,Comedy Romance,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,Michael Lehmann English USA Comedy Romance Emmanuelle Vaugier Vinessa Shaw Paulo Costanzo
tron: legacy,Joseph Kosinski,English,USA,Action Adventure Sci-Fi,Jeff Bridges,Olivia Wilde,James Frain,Joseph Kosinski English USA Action Adventure Sci-Fi Jeff Bridges Olivia Wilde James Frain
a night at the roxbury,John Fortenberry,English,USA,Comedy Music Romance,Will Ferrell,Chris Kattan,Dan Hedaya,John Fortenberry English USA Comedy Music Romance Will Ferrell Chris Kattan Dan Hedaya
beastly,Daniel Barnz,English,USA,Drama Fantasy Romance,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,Daniel Barnz English USA Drama Fantasy Romance Alex Pettyfer Mary-Kate Olsen Erik Knudsen
the hills have eyes,Alexandre Aja,English,USA,Horror,Dan Byrd,Greg Nicotero,Vinessa Shaw,Alexandre Aja English USA Horror Dan Byrd Greg Nicotero Vinessa Shaw
dickie roberts: former child star,Sam Weisman,English,USA,Comedy,Kevin Grevioux,Jenna Boyd,Mary McCormack,Sam Weisman English USA Comedy Kevin Grevioux Jenna Boyd Mary McCormack
"mcfarland, usa",Niki Caro,English,USA,Biography Drama Sport,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,Niki Caro English USA Biography Drama Sport Morgan Saylor Valente Rodriguez Diana Maria Riva
lottery ticket,Erik White,English,USA,Comedy,Brandon T. Jackson,Loretta Devine,Shad Moss,Erik White English USA Comedy Brandon T. Jackson Loretta Devine Shad Moss
atl,Chris Robinson,English,USA,Comedy Crime Drama Music Romance,T.I.,Adam Boyer,Malika,Chris Robinson English USA Comedy Crime Drama Music Romance T.I. Adam Boyer Malika
pitch perfect,Jason Moore,English,USA,Comedy Music Romance,Anna Kendrick,Hana Mae Lee,Ben Platt,Jason Moore English USA Comedy Music Romance Anna Kendrick Hana Mae Lee Ben Platt
summer catch,Michael Tollin,English,USA,Comedy Drama Romance Sport,Marc Blucas,Brian Dennehy,Bruce Davison,Michael Tollin English USA Comedy Drama Romance Sport Marc Blucas Brian Dennehy Bruce Davison
a simple plan,Sam Raimi,English,UK,Crime Drama Thriller,Gary Cole,Bridget Fonda,Chelcie Ross,Sam Raimi English UK Crime Drama Thriller Gary Cole Bridget Fonda Chelcie Ross
they,Robert Harmon,English,USA,Horror Mystery Thriller,Alexander Gould,Ethan Embry,Marc Blucas,Robert Harmon English USA Horror Mystery Thriller Alexander Gould Ethan Embry Marc Blucas
larry the cable guy: health inspector,Trent Cooper,English,USA,Comedy Romance,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,Trent Cooper English USA Comedy Romance Thomas F. Wilson Larry the Cable Guy Megyn Price
the adventures of elmo in grouchland,Gary Halvorson,English,USA,Adventure Comedy Family Fantasy Musical,Vanessa Williams,Kevin Clash,Caroll Spinney,Gary Halvorson English USA Adventure Comedy Family Fantasy Musical Vanessa Williams Kevin Clash Caroll Spinney
brooklyn's finest,Antoine Fuqua,English,USA,Crime Drama Thriller,Don Cheadle,Lili Taylor,Armando Riesco,Antoine Fuqua English USA Crime Drama Thriller Don Cheadle Lili Taylor Armando Riesco
55 days at peking,Nicholas Ray,English,USA,Action Adventure Drama History War,Ava Gardner,David Niven,John Ireland,Nicholas Ray English USA Action Adventure Drama History War Ava Gardner David Niven John Ireland
evil dead,Fede Alvarez,English,USA,Horror,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Fede Alvarez English USA Horror Lou Taylor Pucci Elizabeth Blackmore Ellen Sandweiss
my life in ruins,Donald Petrie,English,USA,Comedy Romance,Nia Vardalos,Harland Williams,Rachel Dratch,Donald Petrie English USA Comedy Romance Nia Vardalos Harland Williams Rachel Dratch
american dreamz,Paul Weitz,English,USA,Comedy Music,Judy Greer,Dennis Quaid,Chris Klein,Paul Weitz English USA Comedy Music Judy Greer Dennis Quaid Chris Klein
superman iv: the quest for peace,Sidney J. Furie,English,UK,Action Adventure Family Sci-Fi,Jim Broadbent,Margot Kidder,William Hootkins,Sidney J. Furie English UK Action Adventure Family Sci-Fi Jim Broadbent Margot Kidder William Hootkins
how she move,Ian Iqbal Rashid,English,Canada,Drama,DeRay Davis,Clé Bennett,Conrad Coates,Ian Iqbal Rashid English Canada Drama DeRay Davis Clé Bennett Conrad Coates
running scared,Wayne Kramer,English,Germany,Action Crime Drama Thriller,Paul Walker,Chazz Palminteri,Ivana Milicevic,Wayne Kramer English Germany Action Crime Drama Thriller Paul Walker Chazz Palminteri Ivana Milicevic
bobby jones: stroke of genius,Rowdy Herrington,English,USA,Biography Drama Romance Sport,Aidan Quinn,Jeremy Northam,Paul Freeman,Rowdy Herrington English USA Biography Drama Romance Sport Aidan Quinn Jeremy Northam Paul Freeman
shanghai surprise,Jim Goddard,English,UK,Adventure Crime Drama Romance,Victor Wong,Paul Freeman,Clyde Kusatsu,Jim Goddard English UK Adventure Crime Drama Romance Victor Wong Paul Freeman Clyde Kusatsu
the illusionist,Neil Burger,English,USA,Drama Mystery Romance Thriller,Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger English USA Drama Mystery Romance Thriller Rufus Sewell Eddie Marsan Jake Wood
roar,Noel Marshall,English,USA,Adventure Horror Thriller,Tippi Hedren,Melanie Griffith,Zakes Mokae,Noel Marshall English USA Adventure Horror Thriller Tippi Hedren Melanie Griffith Zakes Mokae
veronica guerin,Joel Schumacher,English,Ireland,Biography Crime Drama Thriller,Brenda Fricker,David Murray,Gerard McSorley,Joel Schumacher English Ireland Biography Crime Drama Thriller Brenda Fricker David Murray Gerard McSorley
escobar: paradise lost,Andrea Di Stefano,English,France,Crime Drama Romance Thriller,Josh Hutcherson,Brady Corbet,Carlos Bardem,Andrea Di Stefano English France Crime Drama Romance Thriller Josh Hutcherson Brady Corbet Carlos Bardem
southland tales,Richard Kelly,English,France,Comedy Mystery Sci-Fi Thriller,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,Richard Kelly English France Comedy Mystery Sci-Fi Thriller Janeane Garofalo Curtis Armstrong Chris Andrew Ciulla
dragon hunters,Guillaume Ivernel,French,France,Adventure Animation Family Fantasy,Rob Paulsen,Jess Harnell,Mary Mouser,Guillaume Ivernel French France Adventure Animation Family Fantasy Rob Paulsen Jess Harnell Mary Mouser
damnation alley,Jack Smight,English,USA,Sci-Fi,George Peppard,Jan-Michael Vincent,Paul Winfield,Jack Smight English USA Sci-Fi George Peppard Jan-Michael Vincent Paul Winfield
the apparition,Todd Lincoln,English,USA,Horror Thriller,Julianna Guill,Rick Gomez,Tim Williams,Todd Lincoln English USA Horror Thriller Julianna Guill Rick Gomez Tim Williams
my girl,Howard Zieff,English,USA,Comedy Drama Family Romance,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Howard Zieff English USA Comedy Drama Family Romance Macaulay Culkin Jamie Lee Curtis Griffin Dunne
fur: an imaginary portrait of diane arbus,Steven Shainberg,English,USA,Biography Drama Romance,Robert Downey Jr.,Ty Burrell,Matt Servitto,Steven Shainberg English USA Biography Drama Romance Robert Downey Jr. Ty Burrell Matt Servitto
the illusionist,Neil Burger,English,USA,Drama Mystery Romance Thriller,Rufus Sewell,Eddie Marsan,Jake Wood,Neil Burger English USA Drama Mystery Romance Thriller Rufus Sewell Eddie Marsan Jake Wood
wall street,Oliver Stone,English,USA,Crime Drama,Hal Holbrook,Tamara Tunie,James Karen,Oliver Stone English USA Crime Drama Hal Holbrook Tamara Tunie James Karen
sense and sensibility,Ang Lee,English,USA,Drama Romance,Alan Rickman,Kate Winslet,Tom Wilkinson,Ang Lee English USA Drama Romance Alan Rickman Kate Winslet Tom Wilkinson
becoming jane,Julian Jarrold,English,UK,Biography Drama Romance,Anne Hathaway,Julie Walters,Laurence Fox,Julian Jarrold English UK Biography Drama Romance Anne Hathaway Julie Walters Laurence Fox
sydney white,Joe Nussbaum,English,USA,Comedy Romance,Danny Strong,Matt Long,Samm Levine,Joe Nussbaum English USA Comedy Romance Danny Strong Matt Long Samm Levine
house of sand and fog,Vadim Perelman,English,USA,Drama,Frances Fisher,Kim Dickens,Ron Eldard,Vadim Perelman English USA Drama Frances Fisher Kim Dickens Ron Eldard
dead poets society,Peter Weir,English,USA,Comedy Drama,Robin Williams,Josh Charles,Kurtwood Smith,Peter Weir English USA Comedy Drama Robin Williams Josh Charles Kurtwood Smith
dumb & dumber,Peter Farrelly,English,USA,Comedy,Lauren Holly,Mike Starr,Teri Garr,Peter Farrelly English USA Comedy Lauren Holly Mike Starr Teri Garr
when harry met sally...,Rob Reiner,English,USA,Comedy Drama Romance,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Rob Reiner English USA Comedy Drama Romance Bruno Kirby Gretchen Palmer Harley Jane Kozak
the verdict,Sidney Lumet,English,USA,Drama,Charlotte Rampling,James Mason,Jack Warden,Sidney Lumet English USA Drama Charlotte Rampling James Mason Jack Warden
road trip,Todd Phillips,English,USA,Comedy,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Todd Phillips English USA Comedy Ethan Suplee Rachel Blanchard Paulo Costanzo
varsity blues,Brian Robbins,English,USA,Comedy Drama Romance Sport,Paul Walker,Ron Lester,Mark Walters,Brian Robbins English USA Comedy Drama Romance Sport Paul Walker Ron Lester Mark Walters
the artist,Michel Hazanavicius,English,France,Comedy Drama Romance,Bérénice Bejo,Ed Lauter,Beth Grant,Michel Hazanavicius English France Comedy Drama Romance Bérénice Bejo Ed Lauter Beth Grant
the unborn,David S. Goyer,English,USA,Drama Fantasy Horror Mystery Thriller,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,David S. Goyer English USA Drama Fantasy Horror Mystery Thriller Gary Oldman Atticus Shaffer Rachel Brosnahan
moonrise kingdom,Wes Anderson,English,USA,Adventure Comedy Drama Romance,Bruce Willis,Bill Murray,Bob Balaban,Wes Anderson English USA Adventure Comedy Drama Romance Bruce Willis Bill Murray Bob Balaban
the texas chainsaw massacre: the beginning,Jonathan Liebesman,English,USA,Horror,Matt Bomer,Jordana Brewster,Lew Temple,Jonathan Liebesman English USA Horror Matt Bomer Jordana Brewster Lew Temple
the young messiah,Cyrus Nowrasteh,English,USA,Drama,Clive Russell,Vincent Walsh,Finn Ireland,Cyrus Nowrasteh English USA Drama Clive Russell Vincent Walsh Finn Ireland
the master of disguise,Perry Andelin Blake,English,USA,Comedy Family,Jennifer Esposito,Kenan Thompson,James Brolin,Perry Andelin Blake English USA Comedy Family Jennifer Esposito Kenan Thompson James Brolin
pan's labyrinth,Guillermo del Toro,Spanish,Spain,Drama Fantasy War,Ivana Baquero,Maribel Verdú,Sergi López,Guillermo del Toro Spanish Spain Drama Fantasy War Ivana Baquero Maribel Verdú Sergi López
the messengers            ,unknown,English,USA,Drama Fantasy Mystery Thriller,Joel Courtney,Jessika Van,Riley Smith,unknown English USA Drama Fantasy Mystery Thriller Joel Courtney Jessika Van Riley Smith
see spot run,John Whitesell,English,USA,Action Comedy Crime Family,Leslie Bibb,Angus T. Jones,Paul Sorvino,John Whitesell English USA Action Comedy Crime Family Leslie Bibb Angus T. Jones Paul Sorvino
baby boy,John Singleton,English,USA,Crime Drama Romance Thriller,Mo'Nique,Snoop Dogg,Angell Conwell,John Singleton English USA Crime Drama Romance Thriller Mo'Nique Snoop Dogg Angell Conwell
the roommate,Christian E. Christiansen,English,USA,Drama Horror Thriller,Leighton Meester,Danneel Ackles,Frances Fisher,Christian E. Christiansen English USA Drama Horror Thriller Leighton Meester Danneel Ackles Frances Fisher
joe dirt,Dennie Gordon,English,USA,Adventure Comedy Drama,Brittany Daniel,Erik Per Sullivan,Fred Ward,Dennie Gordon English USA Adventure Comedy Drama Brittany Daniel Erik Per Sullivan Fred Ward
double impact,Sheldon Lettich,English,USA,Action Crime,Bolo Yeung,Alonna Shaw,Kamel Krifa,Sheldon Lettich English USA Action Crime Bolo Yeung Alonna Shaw Kamel Krifa
hot fuzz,Edgar Wright,English,UK,Action Comedy Mystery,Bill Bailey,Joe Cornish,Billie Whitelaw,Edgar Wright English UK Action Comedy Mystery Bill Bailey Joe Cornish Billie Whitelaw
the women,Diane English,English,USA,Comedy Drama,Jada Pinkett Smith,Debi Mazar,Debra Messing,Diane English English USA Comedy Drama Jada Pinkett Smith Debi Mazar Debra Messing
vicky cristina barcelona,Woody Allen,English,Spain,Drama Romance,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Woody Allen English Spain Drama Romance Scarlett Johansson Kevin Dunn Christopher Evan Welch
arn: the knight templar,Peter Flinth,Swedish,Sweden,Action Adventure Drama Romance War,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Peter Flinth Swedish Sweden Action Adventure Drama Romance War Gustaf Skarsgård Michael Nyqvist Vincent Perez
bad moms,Jon Lucas,English,USA,Comedy,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Jon Lucas English USA Comedy Mila Kunis Jay Hernandez Jada Pinkett Smith
boys and girls,Robert Iscove,English,USA,Comedy Drama Romance,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Robert Iscove English USA Comedy Drama Romance Alyson Hannigan Amanda Detmer Tsianina Joelson
white oleander,Peter Kosminsky,English,USA,Drama,Patrick Fugit,Cole Hauser,Marc Donato,Peter Kosminsky English USA Drama Patrick Fugit Cole Hauser Marc Donato
jennifer's body,Karyn Kusama,English,USA,Comedy Fantasy Horror,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Karyn Kusama English USA Comedy Fantasy Horror J.K. Simmons Amy Sedaris Cynthia Stevenson
drowning mona,Nick Gomez,English,USA,Comedy Crime Mystery,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Nick Gomez English USA Comedy Crime Mystery Will Ferrell Jamie Lee Curtis Tracey Walter
radio days,Woody Allen,English,USA,Comedy,Mike Starr,Don Pardo,Julie Kavner,Woody Allen English USA Comedy Mike Starr Don Pardo Julie Kavner
left behind,Vic Armstrong,English,USA,Action Drama Fantasy Mystery Thriller,Nicolas Cage,Lea Thompson,Quinton Aaron,Vic Armstrong English USA Action Drama Fantasy Mystery Thriller Nicolas Cage Lea Thompson Quinton Aaron
remember me,Allen Coulter,English,USA,Drama Romance,Robert Pattinson,Lena Olin,Ruby Jerins,Allen Coulter English USA Drama Romance Robert Pattinson Lena Olin Ruby Jerins
how to deal,Clare Kilner,English,USA,Comedy Drama Romance,Dylan Baker,Alexandra Holden,Trent Ford,Clare Kilner English USA Comedy Drama Romance Dylan Baker Alexandra Holden Trent Ford
my stepmother is an alien,Richard Benjamin,English,USA,Comedy Romance Sci-Fi,Jon Lovitz,Alyson Hannigan,Tony Jay,Richard Benjamin English USA Comedy Romance Sci-Fi Jon Lovitz Alyson Hannigan Tony Jay
philadelphia,Jonathan Demme,English,USA,Drama,Denzel Washington,Tom Hanks,Jason Robards,Jonathan Demme English USA Drama Denzel Washington Tom Hanks Jason Robards
the thirteenth floor,Josef Rusnak,English,Germany,Mystery Sci-Fi Thriller,Gretchen Mol,Craig Bierko,Brad William Henke,Josef Rusnak English Germany Mystery Sci-Fi Thriller Gretchen Mol Craig Bierko Brad William Henke
the cookout,Lance Rivera,English,USA,Comedy,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,Lance Rivera English USA Comedy Farrah Fawcett Vincent Pastore Jenifer Lewis
meteor,Ronald Neame,English,USA,Action Drama Sci-Fi Thriller,Martin Landau,Karl Malden,Brian Keith,Ronald Neame English USA Action Drama Sci-Fi Thriller Martin Landau Karl Malden Brian Keith
duets,Bruce Paltrow,English,USA,Comedy Drama Music,Lochlyn Munro,Marian Seldes,Huey Lewis,Bruce Paltrow English USA Comedy Drama Music Lochlyn Munro Marian Seldes Huey Lewis
hollywood ending,Woody Allen,English,USA,Comedy Romance,Woody Allen,Debra Messing,Treat Williams,Woody Allen English USA Comedy Romance Woody Allen Debra Messing Treat Williams
detroit rock city,Adam Rifkin,English,USA,Comedy Music,Natasha Lyonne,Lin Shaye,Shannon Tweed,Adam Rifkin English USA Comedy Music Natasha Lyonne Lin Shaye Shannon Tweed
highlander,Russell Mulcahy,English,UK,Action Adventure Fantasy,Christopher Lambert,Jon Polito,Celia Imrie,Russell Mulcahy English UK Action Adventure Fantasy Christopher Lambert Jon Polito Celia Imrie
things we lost in the fire,Susanne Bier,English,USA,Drama,Alison Lohman,Omar Benson Miller,Robin Weigert,Susanne Bier English USA Drama Alison Lohman Omar Benson Miller Robin Weigert
steel,Kenneth Johnson,English,USA,Action Crime Sci-Fi,Charles Napier,Annabeth Gish,Hill Harper,Kenneth Johnson English USA Action Crime Sci-Fi Charles Napier Annabeth Gish Hill Harper
the immigrant,James Gray,English,USA,Drama Romance,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,James Gray English USA Drama Romance Jeremy Renner Dagmara Dominczyk Angela Sarafyan
the white countess,James Ivory,English,UK,Drama History Romance War,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,James Ivory English UK Drama History Romance War Vanessa Redgrave Natasha Richardson Lynn Redgrave
trance,Danny Boyle,English,UK,Crime Drama Mystery Thriller,Rosario Dawson,Spencer Wilding,Tuppence Middleton,Danny Boyle English UK Crime Drama Mystery Thriller Rosario Dawson Spencer Wilding Tuppence Middleton
soul plane,Jessy Terrero,English,USA,Comedy,Mo'Nique,Snoop Dogg,Tom Arnold,Jessy Terrero English USA Comedy Mo'Nique Snoop Dogg Tom Arnold
welcome to the sticks,Dany Boon,French,France,Comedy Romance,Dany Boon,Kad Merad,Michel Galabru,Dany Boon French France Comedy Romance Dany Boon Kad Merad Michel Galabru
good,Vicente Amorim,English,UK,Drama Romance War,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,Vicente Amorim English UK Drama Romance War Viggo Mortensen Jodie Whittaker Steven Mackintosh
enter the void,Gaspar Noé,English,France,Drama Fantasy,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,Gaspar Noé English France Drama Fantasy Paz de la Huerta Emily Alyn Lind Olly Alexander
